baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	n_1	n_2	n_3	n_4	n_5	n_6	t_7	t_8	t_9	t_10	t_11	t_12	n_1.1	n_2.1	n_3.1	n_4.1	n_5.1	n_6.1	t_7.1	t_8.1	t_9.1	t_10.1	t_11.1	t_12.1	Certeza	DE
STK26	186.40695406194	-1.65304397616844	0.701091992653122	-2.35781323063308	0.0183829392385085	0.0566869146953288	102	134	233	49	137	172	182	113	590	77	0	611	79.0809859238654	114.240502832316	114.407693220371	46.379809606071	85.6002656361097	102.125171462383	164.727807340004	117.07686979825	575.512680277791	69.9014709920908	0	767.830191654023	94.33	UP_t_DOWN_n
LDLRAD3	121.209139320924	-1.3603458879352	0.57699100579144	-2.35765527413942	0.0183907622758676	0.0566983200283364	68	90	132	90	98	119	94	55	203	648	4	64	52.7206572825769	76.7286959321526	64.8146588201241	85.1874053989059	61.2323068053924	70.6563686280441	85.0791971975846	56.9843171584405	198.015379824393	588.261729907465	34.401569845501	80.4273850505032	94.33	UP_t_DOWN_n
C2orf76	152.296150425948	-1.1735102961203	0.497841632404616	-2.35719598309234	0.0184135259263981	0.0567469774584543	132	83	199	89	140	200	86	104	186	90	22	500	102.340099430885	70.760908470763	97.7130083727629	84.2408786722514	87.4747240077034	118.750199374864	77.8384144573646	107.752163354142	181.432811070626	81.7030180427035	189.208634150255	628.338945707056	94.33	UP_t_DOWN_n
NDUFAF2	216.901333758202	-1.40346630843588	0.59542404713444	-2.35708704609808	0.0184189287422436	0.0567469774584543	168	211	240	106	176	132	114	132	552	79	10	756	130.251035639308	179.886164907602	117.844834218407	100.331833025378	109.968224466827	78.3751315874102	103.181154048134	136.762361180257	538.445761887018	71.717093615262	86.0039246137524	950.048485909069	94.33	UP_t_DOWN_n
TRAM2	524.033944649969	0.823102489022016	0.34919300120816	2.35715631806535	0.018415492983979	0.0567469774584543	685	693	1409	943	1295	830	566	274	278	588	62	116	531.083091743606	590.810958677575	691.847380890567	892.574703235203	809.141197071256	492.813327405686	512.285378870562	283.885507298413	271.173771385129	533.79305121233	533.224332605265	145.774635404037	94.33	DOWN_t_UP_n
NFKBIA	5963.74862443847	0.875505736726021	0.371464420800386	2.35690334713507	0.0184280425793746	0.0567623350523555	8993	17384	15003	5332	13457	6246	6805	4938	2254	3467	393	4170	6972.3069256208	14820.5738898282	7366.7751990782	5046.88050652185	8408.19543551189	3708.568726477	6159.19081839961	5116.15560233417	2198.65352770532	3147.38181726726	3379.95423732047	5240.34680719685	94.32	DOWN_t_UP_n
ANTKMT	137.321064656905	-0.643658656676805	0.273110710667381	-2.35676826845766	0.0184347467414759	0.0567702651109026	125	125	233	109	219	143	180	202	204	186	20	74	96.9129729459135	106.567633239101	114.407693220371	103.171413205342	136.835461126336	84.9063925530278	162.917611654949	209.287855745545	198.990825045202	168.852903954921	172.007849227505	92.9941639646443	94.32	UP_t_DOWN_n
WWP2	819.534966960279	0.871308321276681	0.369779913787899	2.35628894049787	0.0184585537544058	0.0568308484796901	1816	1212	1761	1159	1432	1755	1007	516	274	498	123	216	1407.95167095823	1033.27977188632	864.686471077565	1097.02447619258	894.741462707366	1042.03299951443	911.433527425188	534.616502795551	267.27199050189	452.090033169626	1057.84827274915	271.442424545448	94.32	DOWN_t_UP_n
RPL10A	6522.42576967601	-0.993343088064555	0.421601193505197	-2.35612019929519	0.018466941106443	0.0568439407501727	6584	5538	8771	4227	6817	6370	5710	7121	13323	3573	425	15639	5104.60011100715	4721.37242302512	4306.73767054022	4000.96847356861	4259.39423971796	3782.19385008942	5168.108680832	7377.91495427736	12995.8566768492	3243.60981629533	3655.16679608448	19653.1855438253	94.32	UP_t_DOWN_n
MVD	396.393688147404	0.914369935608099	0.388136505310509	2.35579473483589	0.0184831278748225	0.0568682987679465	651	656	1132	468	966	762	440	569	151	236	15	127	504.722763102317	559.266939238801	555.834801396822	442.974508074311	603.575595653153	452.438259618232	398.243050712098	589.528662966412	147.292228342282	214.2434695342	129.005886920629	159.598092209592	94.31	DOWN_t_UP_n
TLE4	419.333806849691	0.723141936317939	0.306962026489849	2.35580258765934	0.018482737173494	0.0568682987679465	563	777	1078	634	698	807	367	422	163	311	24	375	436.496030148394	662.424408214251	529.31971369768	600.097944698959	436.123981124121	479.157054477576	332.170908207591	437.225124379307	158.997570992	282.32931790312	206.409419073006	471.254209280292	94.31	DOWN_t_UP_n
CORO1A	475.303180261035	-1.17784531249567	0.499999394970927	-2.35569347551742	0.0184881664746966	0.0568710728412741	452	329	997	184	505	239	889	1120	305	1374	29	153	350.437310172423	280.486010685313	489.547082148968	174.16091770443	315.53382588493	141.906488252962	804.631982006943	1160.40791304461	297.510792346994	1247.33274211861	249.411381379882	192.271717386359	94.31	UP_t_DOWN_n
BZW1	1820.87140033174	-0.971237426561547	0.412327037785288	-2.35550264124881	0.0184976655351653	0.0568875633359993	1552	1994	3039	939	1856	1588	2268	1535	2751	1721	97	4568	1203.27147209646	1699.96688543014	1492.21021329058	888.788596328585	1159.66491255927	942.87658303642	2052.76190685236	1590.38048796738	2683.4498024478	1562.34326723881	834.238068753399	5740.50460797966	94.31	UP_t_DOWN_n
RYR2	170.722505978177	1.43625005425373	0.609823951418858	2.35518800288518	0.0185133364557111	0.0569230230947574	295	181	500	312	595	337	124	25	10	40	10	225	228.714616152356	154.309932930218	245.510071288349	295.316338716207	371.767577032739	200.094085946646	112.232132473409	25.9019623447457	9.75445220809816	36.3124524634238	86.0039246137524	282.752525568175	94.31	DOWN_t_UP_n
WDR26	2277.92427929121	-0.52817911968477	0.224273705544341	-2.35506484544326	0.0185194736149215	0.0569291600591069	2381	2204	3593	1926	3147	3196	2616	2601	1750	3528	442	1898	1845.99830867376	1879.00050927183	1764.23537227808	1823.01047553659	1966.30683180173	1897.62818601033	2367.73595605193	2694.84016234734	1707.02913641718	3202.75830727398	3801.37346792786	2385.17463790399	94.31	UP_t_DOWN_n
C12orf76	238.579407807111	-1.21932967273027	0.517911616567096	-2.35431999153142	0.0185566289982004	0.0570178763608093	201	117	223	160	204	344	300	128	166	96	119	269	155.836060497029	99.7473047117984	109.497491794604	151.444276264722	127.463169268368	204.250342924766	271.529352758249	132.618047205098	161.923906654429	87.1498859122171	1023.44670290365	338.046352790396	94.3	UP_t_DOWN_n
KLRB1	104.581329933625	-1.47682568395947	0.627278629881584	-2.35433763180847	0.018555748298588	0.0570178763608093	89	126	162	12	76	33	87	238	72	187	2	269	69.0020367374904	107.420174305014	79.545263097425	11.3583207198541	47.486278747039	19.5937828968526	78.7435122998921	246.586681521979	70.2320558983067	169.760715266506	17.2007849227505	338.046352790396	94.3	UP_t_DOWN_n
FGD6	463.731441054666	-0.837158924831215	0.355606705561453	-2.35417080650788	0.0185640785975807	0.0570200383180746	334	325	423	658	469	553	674	409	517	358	117	563	258.951463711481	277.075846421662	207.701520309943	622.814586138667	293.040325425806	328.344301271499	610.035945863532	423.756103960039	504.305179158675	324.996449547643	1006.2459179809	707.509652866145	94.3	UP_t_DOWN_n
NCBP2	1075.28105118182	-0.718878598209537	0.305367847879403	-2.35413977994644	0.018565628247014	0.0570200383180746	1050	1145	1682	783	1392	1109	947	1232	2579	1564	91	928	814.068972745673	976.159520470164	825.895879814006	741.130426970481	869.748684419451	658.469855533621	857.127656873538	1276.44870434907	2515.67322446851	1419.81689131987	782.635713985147	1166.1970832323	94.3	UP_t_DOWN_n
CCDC18	100.78341522423	-0.801295030024576	0.340417527517586	-2.35385949680038	0.0185796323707896	0.0570503029263444	131	64	122	78	113	112	95	112	130	116	31	65	101.564795647317	54.5626282184196	59.9044573943571	73.8290846790518	70.6045986633606	66.5001116499238	85.9842950401121	116.040791304461	126.807878705276	105.306112143929	266.612166302633	81.6840629419173	94.29	UP_t_DOWN_n
BCAR1	40.423002691381	1.245472913018	0.529212067461166	2.35344768117819	0.0186002251769888	0.0570983135423459	41	118	89	65	83	68	31	34	14	13	7	5	31.7874551262596	100.599845777711	43.7007926893261	61.5242372325431	51.8600149474241	40.3750677874538	28.0580331183524	35.2266687888541	13.6562330913374	11.8015470506127	60.2027472296267	6.28338945707056	94.29	DOWN_t_UP_n
PYCARD	201.771430015484	-1.02614066550397	0.436028328680731	-2.35338072782728	0.0186035750604617	0.0570983135423459	201	108	326	123	237	218	180	553	241	475	14	77	155.836060497029	92.0744351185831	160.072566480003	116.422787378505	148.082211355898	129.437717318602	162.917611654949	572.951407065774	235.082298215166	431.210373003157	120.405494459253	96.7641976388866	94.29	UP_t_DOWN_n
CDK14	351.689764161841	0.97391388857264	0.41385172566923	2.35329183899801	0.0186080232594706	0.0570992178008799	649	563	1104	472	565	812	261	124	130	292	10	454	503.172155535183	479.98062010891	542.086237404674	446.760614980929	353.022993316803	482.125809461948	236.230536899676	128.473733229939	126.807878705276	265.080902982994	86.0039246137524	570.531762702007	94.29	DOWN_t_UP_n
RGS3	763.164435196241	0.766372174859212	0.325715423713665	2.35288880741775	0.0186282035530986	0.0571483852364309	1095	1421	2268	1011	1817	821	851	313	583	599	98	282	848.957643006202	1211.4608546621	1113.63368336395	956.938520647709	1135.29695372855	487.469568433817	770.238263990899	324.292568556216	568.684563732123	543.778975639771	842.838461214774	354.38316537878	94.29	DOWN_t_UP_n
CEP57	611.182972847968	-0.665157038927174	0.282757315978642	-2.35239550433919	0.0186529299132083	0.0571816349076538	650	421	842	593	712	922	554	402	817	865	110	842	503.94745931875	358.919788749292	413.43896004958	561.290348906124	444.871453524891	547.438419118123	501.424204760232	416.503554503511	796.938745401619	785.256784521539	946.043170751277	1058.12278457068	94.28	UP_t_DOWN_n
GCFC2	355.072489476288	-0.618562471820325	0.262965429794704	-2.35225775609833	0.0186598395428628	0.0571816349076538	366	336	475	346	408	475	395	298	419	326	74	466	283.761184785635	286.453798146703	233.234567723931	327.49824742246	254.926338536736	282.031723515302	357.513647798361	308.751391149368	408.711547519313	295.946487576904	636.429042141768	585.611897398976	94.28	UP_t_DOWN_n
GUSB	1125.97926855282	-0.64903503813642	0.27590174350942	-2.35241368858642	0.0186520179351635	0.0571816349076538	1239	1139	1826	835	1436	1260	1460	1015	1719	2404	148	591	960.601387839894	971.044274074687	896.60278034505	790.349816756516	897.240740536158	748.126256061643	1321.44285009014	1051.61967119667	1676.79033457207	2182.37839305177	1272.85808428354	742.69663382574	94.28	UP_t_DOWN_n
HSF4	540.339722251131	-1.39571008971995	0.593340235921826	-2.35229301035272	0.0186580709307497	0.0571816349076538	410	262	510	375	541	492	184	1212	292	339	291	151	317.874551262596	223.365759269155	250.420272714116	354.947522495441	338.027326344054	292.125490462165	166.538003025059	1255.72713447327	284.830004476466	307.748034627517	2502.7142062602	189.758361603531	94.28	UP_t_DOWN_n
SMIM8	106.609674139961	-0.854135145946337	0.363092493629637	-2.35238998583533	0.0186532066854394	0.0571816349076538	114	58	166	98	99	132	73	111	191	87	20	166	88.3846313266731	49.4473818229428	81.5093436677318	92.759619212142	61.8571262625902	78.3751315874102	66.0721425045072	115.004712810671	186.310037174675	78.9795841079467	172.007849227505	208.608529974743	94.28	UP_t_DOWN_n
CDKN1A	2035.10105415714	1.3316559743415	0.566163535109586	2.35206948480663	0.0186692870958895	0.0571978359053249	3659	6834	5987	437	7038	1803	2962	684	861	1772	56	491	2836.83654407278	5826.26564444812	2939.73759360669	413.632179548021	4397.47933975869	1070.5330473644	2680.89980956644	708.677689752242	839.858335117251	1608.64164412967	481.621977837014	617.028844684329	94.28	DOWN_t_UP_n
MRPL57	430.281904190225	-0.75600590475771	0.321508867320082	-2.35143096070523	0.0187013597442487	0.0572833316408615	518	376	709	290	393	563	283	734	822	420	46	512	401.607359887865	320.555440783215	348.133281086879	274.492750729808	245.554046678767	334.281811240242	256.142689435281	760.481614441733	801.815971505669	381.28075086595	395.618053223261	643.419080404026	94.27	UP_t_DOWN_n
DHX30	830.159868961105	0.617836484414655	0.262787319999816	2.35108940726321	0.0187185355302569	0.0573104026580048	1366	1251	1994	957	1616	1701	819	889	599	755	80	248	1059.06496835294	1066.52887345692	979.094164297935	905.826077408366	1009.70824283178	1009.97044568322	741.275133030019	921.073780979156	584.29168726508	685.397540247124	688.031396910019	311.6561170707	94.27	DOWN_t_UP_n
RFFL	34.0350114156918	1.06142070649947	0.45145502382711	2.35111063224308	0.0187174677822333	0.0573104026580048	35	68	134	32	65	105	42	25	21	19	0	18	27.1356324248558	57.9727924820709	65.7966991052775	30.2888552529443	40.6132647178623	62.3438546718036	38.0141093861548	25.9019623447457	20.4843496370061	17.2484149201263	0	22.620202045454	94.27	DOWN_t_UP_n
TENM1	36.5335501946723	1.77437439626713	0.754773824609239	2.35086901322493	0.0187296258658348	0.0573315891288422	38	83	123	30	147	106	60	11	2	2	0	20	29.4615437755577	70.760908470763	60.3954775369338	28.3958017996353	91.8484602080886	62.9376056686779	54.3058705516497	11.3968634316881	1.95089044161963	1.81562262317119	0	25.1335578282822	94.27	DOWN_t_UP_n
SCAMP4	596.45015352548	0.628157993559502	0.267324263289201	2.34979790397828	0.0187836064942902	0.0574790285095088	1009	804	1494	634	1151	1382	625	453	431	668	62	176	782.281517619414	685.443016993897	733.584093009586	600.097944698959	719.167195234761	820.56387768031	565.686151579685	469.343557686792	420.416890169031	606.417956139177	533.224332605265	221.175308888884	94.25	DOWN_t_UP_n
TCEAL3	287.517539402538	0.895814096870828	0.381238467339648	2.34974739858226	0.0187861551679074	0.0574790285095088	395	498	924	321	739	519	242	85	349	287	7	178	306.244994509087	424.565450824578	453.702611740869	303.835079256098	461.741578869234	308.156767377772	219.033677891654	88.0666719721353	340.430382062626	260.541846425066	60.2027472296267	223.688664671712	94.25	DOWN_t_UP_n
GIT1	841.696340386739	0.940609036264341	0.400365844408727	2.34937382746389	0.018805016228933	0.0575111363958046	1560	1352	2581	1269	1555	1430	742	601	706	1134	35	108	1209.473902365	1152.63552111411	1267.32298799046	1201.14241612457	971.594255942705	849.063925530278	671.582599155402	622.683174767686	688.66432589173	1029.45802733806	301.013736148133	135.721212272724	94.25	DOWN_t_UP_n
JAK3	366.518830991456	-1.14775849597534	0.488530127446581	-2.34941190213667	0.0188030931364936	0.0575111363958046	186	379	625	161	568	145	497	951	118	752	59	231	144.206503743519	323.113063980954	306.887589110436	152.390802991376	354.897451688397	86.0938945467764	449.833627736165	985.310647594126	115.102536055558	682.674106312367	507.423155221139	290.29259291666	94.25	UP_t_DOWN_n
RHEX	29.7328661511297	1.77280355246088	0.754677453339987	2.34908773889423	0.0188194716206396	0.0575425436763639	159	38	94	18	47	35	24	3	2	3	4	19	123.273301587202	32.3965605046867	46.1558934022096	17.0374810797812	29.3665144883004	20.7812848906012	21.7223482206599	3.10823548136948	1.95089044161963	2.72343393475678	34.401569845501	23.8768799368681	94.25	DOWN_t_UP_n
GSR	805.138170825527	-0.972340549386517	0.414059386139208	-2.34831181694216	0.018858726092683	0.0576447231408946	584	692	1165	459	986	1002	944	2599	622	571	141	411	452.777409603308	589.958417611662	572.038466101853	434.45576753442	616.071984797111	594.938498868069	854.412363345956	2692.76800535976	606.726927343705	518.360258915375	1212.65533705391	516.4946133712	94.24	UP_t_DOWN_n
RAN	3155.25850363896	-1.01909495957473	0.433978489085477	-2.34826145812497	0.0188612762557463	0.0576447231408946	2661	3443	4880	1606	3320	2572	4946	2767	7295	2016	138	6263	2063.08336807261	2935.29888993779	2396.17829577429	1520.12192300714	2074.40059789697	1527.12756396075	4476.61392914099	2866.82919231645	7115.87288580761	1830.14760415656	1186.85415966978	7870.57363392658	94.24	UP_t_DOWN_n
PRDM4	410.343565944532	0.717754769086911	0.305670685520322	2.3481308581002	0.0188678912270441	0.0576519622470519	766	478	1139	584	719	865	647	259	274	359	20	182	593.882698212558	407.514629506322	559.271942394859	552.771608366234	449.245189725277	513.594612296287	585.598304115289	268.344329891565	267.27199050189	325.904260859228	172.007849227505	228.715376237368	94.23	DOWN_t_UP_n
SLC52A3	65.8301837388755	-1.40509835810147	0.598410973348817	-2.34804911788012	0.0188720324515701	0.0576519622470519	56	53	73	36	40	61	76	54	214	228	2	10	43.4170118797692	45.1846764933788	35.8444704080989	34.0749621595624	24.9927782879153	36.2188108093335	68.7874360320896	55.9482386646507	208.745277253301	206.980979041516	17.2007849227505	12.5667789141411	94.23	UP_t_DOWN_n
ZNF404	65.2786149583234	-1.27448607579382	0.542905843276491	-2.34752690835333	0.0188985080453988	0.0577200155743385	94	28	56	54	30	57	29	24	171	91	14	107	72.8785556553269	23.8711498455586	27.4971279842951	51.1124432393435	18.7445837159364	33.8438068218362	26.2478374332974	24.8658838509559	166.801132758479	82.6108293542891	120.405494459253	134.46453438131	94.23	UP_t_DOWN_n
UBXN7	517.662750839867	0.785654589759166	0.334720133115976	2.34719848622595	0.0189151754102336	0.0577580889303602	787	723	1041	963	817	1301	563	284	394	617	45	115	610.164077667471	616.387190654959	511.151968422342	911.505237768293	510.477496530669	772.47004693349	509.57008534298	294.246292236311	384.325416999067	560.119579248312	387.017660761886	144.517957512623	94.22	DOWN_t_UP_n
AK8	45.9095338219535	1.40442586140349	0.598432989585782	2.34683897085218	0.0189334354884045	0.0577774448156583	83	42	130	18	56	321	36	25	32	38	0	16	64.3502140360865	35.8067247683379	63.8326185349707	17.0374810797812	34.9898896030814	190.594069996657	32.5835223309898	25.9019623447457	31.2142470659141	34.4968298402526	0	20.1068462626258	94.22	DOWN_t_UP_n
GTF2I	219.309973736261	0.89725703272743	0.382310772759654	2.34693107455673	0.0189287559982637	0.0577774448156583	342	304	418	384	353	689	367	132	126	170	9	68	265.153893980019	259.172484037493	205.24641959706	363.466263035332	220.561268390852	409.094436846406	332.170908207591	136.762361180257	122.906097822037	154.327922969551	77.4035321523772	85.4540966161596	94.22	DOWN_t_UP_n
PTPRN2	263.722065558631	1.37541609940189	0.586075161619565	2.34682544061593	0.018934123000985	0.0577774448156583	376	325	835	380	488	1092	374	138	20	55	4	229	291.514222621308	277.075846421662	410.001819051543	359.680156128714	304.911895112566	648.376088586757	338.506593105283	142.978832142996	19.5089044161963	49.9296221372077	34.401569845501	287.779237133832	94.22	DOWN_t_UP_n
ATG3	598.059023403744	-0.721252188872691	0.30735696350871	-2.34662712905234	0.0189442023217323	0.057782549216076	611	553	989	461	603	793	597	439	894	723	61	1125	473.710611759625	471.455209449782	485.618921008354	436.348820987729	376.766132690322	470.844540521336	540.343411988915	454.838458773734	872.048027403975	656.347578276385	524.62394014389	1413.76262784088	94.22	UP_t_DOWN_n
DMBT1	1493.82737313908	2.722598347227	1.16019542618965	2.34667219484621	0.0189419114100848	0.057782549216076	1395	8243	6538	116	3483	3309	1732	0	193	316	12	167	1081.54877807639	7027.49600631927	3210.28969216645	109.797100291923	2176.24616942022	1964.72204865712	1567.62946325762	0	188.260927616294	286.868374461048	103.204709536503	209.865207866157	94.22	DOWN_t_UP_n
ESYT1	1010.33610794105	0.68529903225944	0.292084093478423	2.34623879752653	0.0189639531271832	0.0578299608783024	1594	1437	2615	1495	1760	2083	1086	537	971	1233	38	553	1235.83423100629	1225.1015117167	1284.01767283806	1415.05745634849	1099.68224466827	1236.78332648921	982.93625698486	556.374151165137	947.157309406331	1119.33134718504	326.814913532259	694.942873952004	94.22	DOWN_t_UP_n
TM7SF2	318.893271496105	-0.927030107309261	0.395188238360712	-2.34579376945704	0.0189866096963879	0.0578862105780096	315	253	399	158	329	504	250	183	685	517	87	171	244.220691823702	215.69288967594	195.917036888102	149.551222811413	205.565601418103	299.250502424657	226.274460631874	189.602364363538	668.179976254724	469.338448089752	748.234144139646	214.891919431813	94.21	UP_t_DOWN_n
SERPINB8	297.727163081826	1.20203368585016	0.512466521410899	2.34558480530743	0.0189972563139655	0.0578929910326057	281	964	1213	175	752	385	452	100	109	211	6	168	217.860363182413	821.849587539946	595.607432945534	165.642177164539	469.864231812807	228.594133796613	409.104224822428	103.607849378983	106.32352906827	191.54818674456	51.6023547682515	211.121885757571	94.21	DOWN_t_UP_n
TTLL6	39.1354078916026	1.82173011436997	0.776659628103123	2.34559651158806	0.018996659746903	0.0578929910326057	66	20	96	46	43	303	18	30	0	6	2	27	51.1700497154423	17.0508213182561	47.137933687363	43.5402294261075	26.8672366595089	179.906552052919	16.2917611654949	31.0823548136948	0	5.44686786951357	17.2007849227505	33.930303068181	94.21	DOWN_t_UP_n
HSD3B7	235.216048932888	-0.98865346314538	0.421548380808953	-2.34529061942582	0.0190122537829158	0.0579258538904574	170	237	298	121	386	195	278	385	358	690	14	99	131.801643206442	202.052232621335	146.324002487856	114.529733925196	241.180310478382	115.781444390492	251.617200222644	398.890220109083	349.209389049914	626.38980499406	120.405494459253	124.411111249997	94.21	UP_t_DOWN_n
TNIP1	1752.31848212939	0.925280227341555	0.394596727016274	2.34487557547175	0.0190334301487513	0.057977523654971	2210	4803	4268	2156	4216	2035	1721	1424	1227	2115	64	430	1713.42136168375	4094.75473957921	2095.67396851735	2040.71162266712	2634.23883154627	1208.28327863924	1557.67338698982	1475.37577515671	1196.87128593364	1920.02092400353	550.425117528016	540.371493308068	94.2	DOWN_t_UP_n
IL22RA1	63.7705984666436	-2.25947541669241	0.963818763940806	-2.34429490400664	0.0190630917662446	0.05804215337997	60	20	24	4	16	74	30	486	54	51	0	2	46.5182270140385	17.0508213182561	11.7844834218407	3.78610690661804	9.9971113151661	43.9375737686997	27.1529352758249	503.534147981856	52.6740419237301	46.2983768908653	0	2.51335578282822	94.2	UP_t_DOWN_n
NAPSB	140.919269073237	0.718301965559937	0.306400115111035	2.34432668310073	0.0190614673950977	0.05804215337997	179	287	407	202	274	184	146	144	82	114	11	61	138.779377258548	244.679285916976	199.845198028716	191.198398784211	171.200531272219	109.250183424875	132.144285009014	149.195303105735	79.9865081064049	103.490489520758	94.6043170751277	76.6573513762608	94.2	DOWN_t_UP_n
BLOC1S2	631.513737007501	-0.707943071822871	0.30201512343213	-2.34406497190517	0.019074848226763	0.0580650882580405	556	607	1056	454	921	697	740	891	902	523	50	1046	431.068903663423	517.492427009074	518.517270560993	429.723133901147	575.458720079249	413.844444821401	669.772403470347	923.145937966736	879.851589170454	474.785315959266	430.019623068762	1314.48507441916	94.19	UP_t_DOWN_n
SVBP	181.431713977466	-1.14229995262217	0.487444195634839	-2.34344764560066	0.0191064435667824	0.0581483904610489	171	101	164	119	224	223	172	174	281	270	3	487	132.57694699001	86.1066476571935	80.5273033825784	112.636680471887	139.959558412325	132.406472302973	155.676828914729	180.27765791943	274.100107047558	245.109054128111	25.8011773841257	612.002133118673	94.19	UP_t_DOWN_n
TMEM167A	1573.13959575025	-0.780179681599172	0.332941966568689	-2.3432903026306	0.0191145038405567	0.0581600452182676	1530	1288	2468	1205	1739	2065	1484	1928	1513	1266	188	3458	1186.21478885798	1098.0728928957	1211.83771187929	1140.56470561868	1086.56103606712	1226.09580854547	1343.1651983108	1997.55933602679	1475.84861908525	1149.28912046736	1616.87378273855	4345.59214851	94.18	UP_t_DOWN_n
PDPN	627.682970419274	1.17987166338844	0.503544465796824	2.34313301710381	0.0191225641424061	0.0581716949027785	1393	1398	1635	947	1294	772	279	248	262	1017	5	448	1079.99817050926	1191.8524101461	802.817933112901	896.360810141821	808.516377614058	458.375769586975	252.522298065171	256.947466459877	255.566647852172	923.24410388255	43.0019623068762	562.991695353522	94.18	DOWN_t_UP_n
TMEM147-AS1	74.4812240724084	-1.07292148454651	0.457996569573389	-2.34264087511814	0.0191478037965571	0.0582355882281573	53	31	68	28	134	122	40	127	95	68	18	106	41.0911005290673	26.428773043297	33.3893696952154	26.5027483463263	83.7258072645161	72.437621618667	36.2039137010998	131.581968711308	92.6672959769325	61.7311691878204	154.807064304754	133.207856489896	94.18	UP_t_DOWN_n
TMEM30B	1092.16285626006	-1.0088391419871	0.430673740053686	-2.34246727432545	0.0191567139122401	0.0582498000777625	1178	1081	1431	449	937	1355	991	350	1686	1690	130	2544	913.307857042288	921.596892251744	702.649824027255	424.990500267875	585.455831394415	804.532600764703	896.951961944748	362.62747282644	1644.60064228535	1534.20111657966	1118.05101997878	3196.9885557575	94.18	UP_t_DOWN_n
ZNF518A	803.989867348047	-1.17761484771551	0.502760926515641	-2.34229588181587	0.0191655142423037	0.058263671890524	544	377	683	788	728	1139	742	2853	324	416	174	696	421.765258260615	321.407981849128	335.366757379885	745.863060603754	454.868564840058	676.28238543985	671.582599155402	2955.93194278238	316.04425154238	377.649505619607	1496.46828827929	874.647812424222	94.17	UP_t_DOWN_n
DEF6	308.442956639176	-0.994742705306847	0.424810564265901	-2.34161480194313	0.0192005199424326	0.0583571849764806	245	224	542	169	370	325	310	604	295	597	76	64	189.94942697399	190.969198764469	266.13291727657	159.963016804612	231.183199163216	192.969073984154	280.580331183524	625.791410249056	287.756340138896	541.9633530166	653.629827064519	80.4273850505032	94.16	UP_t_DOWN_n
ASAP1	823.392679077938	0.777371178926819	0.332042925332506	2.34117675643401	0.0192230638395804	0.0584127892578938	926	1315	2001	1909	1457	1207	722	845	644	805	34	354	717.931303583327	1121.09150167534	982.531305295972	1806.91952118346	910.361949137313	716.657453227304	653.480642304852	875.486327252404	628.186722201521	730.788105826404	292.413343686758	444.863973560596	94.16	DOWN_t_UP_n
RND2	58.988688217025	-1.73421805162338	0.740918378409299	-2.34063306048182	0.0192510771840967	0.0584849852043708	42	18	28	20	36	105	14	83	274	38	0	113	32.5627589098269	15.3457391864305	13.7485639921475	18.9305345330902	22.4935004591237	62.3438546718036	12.6713697953849	85.9945149845557	267.27199050189	34.4968298402526	0	142.004601729795	94.15	UP_t_DOWN_n
ELK3	994.522299442598	0.727109297609512	0.310769912460593	2.3397030035902	0.019299080080829	0.0586040603014584	1504	1798	2423	1816	1308	1721	660	399	793	1013	68	954	1166.05689048523	1532.86883651123	1189.74180546334	1718.89253560459	817.263850014829	1021.8454656207	597.364576068147	413.395319022141	773.528060102184	919.612858636207	584.826687373517	1198.87070840906	94.14	DOWN_t_UP_n
ITGB3	93.1286792829059	1.21018148455445	0.517254256512725	2.33962595632052	0.0193030613984872	0.0586040603014584	76	172	496	81	164	250	111	28	74	57	9	8	58.9230875511154	146.637063337003	243.545990718042	76.6686648590153	102.470390980453	148.43774921858	100.465860520552	29.0101978261152	72.1829463399264	51.7452447603789	77.4035321523772	10.0534231313129	94.14	DOWN_t_UP_n
RILPL2	447.365283787335	0.943015400200404	0.403044655065708	2.33972932861909	0.019297719933622	0.0586040603014584	706	589	1433	607	1078	921	412	271	321	666	6	157	547.364471198519	502.146687822643	703.631864312408	574.541723079287	673.555374859316	546.844668121249	372.900311121328	280.777271817043	313.117915879951	604.602333516006	51.6023547682515	197.298428952016	94.14	DOWN_t_UP_n
F8A1	122.110015337573	-1.19174412780166	0.509650681147752	-2.3383548220083	0.01936884929436	0.0587908084013175	127	83	168	42	136	112	135	51	115	458	31	42	98.4635805130481	70.760908470763	82.4913839528852	39.7541225194894	84.9754461789119	66.5001116499238	122.188208741212	52.8400031832812	112.176200393129	415.777580706202	266.612166302633	52.7804714393927	94.12	UP_t_DOWN_n
MBOAT1	626.792003861224	-0.987488408883455	0.422323041151966	-2.33823001034917	0.0193753195059583	0.0587974651762493	404	319	701	443	856	1056	573	233	1040	672	205	687	313.222728561192	271.960600026185	344.205119946265	419.311339907948	534.845455361386	627.001052699282	518.621063768255	241.40628905303	1014.46302964221	610.04920138552	1763.08045458192	863.337711401495	94.12	UP_t_DOWN_n
TEAD2	909.459800409406	-0.758914920220019	0.324698214349321	-2.33729317465095	0.0194239452010642	0.0589267485123727	864	698	1514	832	1356	682	735	1046	1572	1628	178	457	669.862469002154	595.073664007139	743.40449586112	787.510236576552	847.255183960327	404.938179868286	665.246914257709	1083.73810450416	1533.39988711303	1477.91681526135	1530.86985812479	574.301796376249	94.11	UP_t_DOWN_n
