Gene	t_7	t_8	t_9	t_10	t_11	t_12	n_1	n_2	n_3	n_4	n_5	n_6
GPC1	392	355	319	1325	29	116	800	827	1620	549	1271	876
GPC2	10	48	96	77	6	26	31	16	8	14	35	6
GPC3	993	90	500	51	0	545	1597	946	1534	331	1455	1173
GPC4	1129	32	2692	1719	282	2333	1542	1995	2595	1395	2093	2125
GPC5	161	18	2	4	2	21	125	83	156	96	141	170
GPC6	107	260	246	154	0	688	114	174	293	101	266	311
GPCPD1	1465	4090	2114	5565	454	2599	1453	1812	2005	1513	3910	2016
GPD1	81	23	25	16	0	12	303	460	418	215	597	671
GPD1L	790	174	512	242	352	749	2276	1662	2860	1955	1193	2531
GPD2	758	684	779	1156	101	882	950	643	1222	695	838	1111
GPER1	40	120	5	18	2	8	357	448	424	581	188	223
GPHN	206	216	209	143	40	304	293	294	350	185	275	294
GPI	1690	1873	2727	6265	203	1220	1339	1457	2340	845	1693	1253
GPIHBP1	626	16	14	10	6	34	3778	3319	4385	5012	872	1126
GPKOW	395	169	251	249	10	94	363	297	614	296	381	392
GPLD1	30	69	17	22	11	6	51	30	71	43	54	92
GPM6A	192	2	2	2	0	199	1188	622	1532	752	873	641
GPM6B	61	11	58	43	0	166	162	163	295	157	148	211
GPN1	532	374	1571	551	18	1166	478	460	790	363	521	589
GPN2	384	343	382	414	38	135	425	407	803	462	664	558
GPN3	314	150	545	136	26	971	298	263	512	240	264	407
GPNMB	6520	4798	3287	8738	76	6553	1771	2014	11877	922	5644	3505
GPR107	1309	866	1291	1551	175	649	1757	1533	2896	1618	2285	2287
GPR108	626	1047	688	765	60	423	1028	921	1469	883	1093	1025
GPR132	172	147	58	251	6	32	100	125	124	34	202	66
GPR135	54	45	30	32	31	26	86	45	103	58	69	255
GPR137	253	235	293	635	41	76	363	231	423	257	410	377
GPR137B	437	1075	303	640	4	544	237	239	608	183	472	423
GPR137C	43	28	163	116	16	132	44	47	68	72	58	52
GPR141	29	59	21	70	0	32	24	11	19	6	14	9
GPR143	8	40	38	13	2	24	16	46	72	22	54	35
GPR146	150	77	40	56	4	40	619	610	1036	894	500	353
GPR15	27	216	4	6	2	2	6	6	66	0	39	28
GPR153	160	125	39	365	16	24	468	369	509	307	416	292
GPR155	142	237	62	135	7	174	206	136	337	296	227	311
GPR157	350	413	71	286	26	58	231	443	572	190	499	318
GPR158	56	54	80	96	12	18	58	32	36	8	72	14
GPR160	555	392	444	408	146	3408	248	226	408	160	231	500
GPR161	280	16	223	253	10	42	476	307	664	390	448	561
GPR162	95	38	88	61	16	94	306	193	346	154	337	986
GPR17	46	18	2	6	0	0	128	116	430	225	177	225
GPR171	214	295	23	161	8	139	59	133	203	12	251	50
GPR173	38	15	75	32	8	24	67	54	79	110	141	112
GPR174	36	129	32	94	8	68	32	54	76	15	40	16
GPR176	82	57	56	156	2	80	86	198	476	162	354	140
GPR180	207	147	1018	246	51	508	231	199	385	260	248	421
GPR183	567	397	317	320	42	738	241	470	1265	34	600	163
GPR19	9	18	40	44	4	50	9	12	18	1	6	12
GPR27	97	8	64	28	0	16	59	14	102	62	36	22
GPR3	36	10	30	11	0	20	83	66	42	30	90	35
GPR34	106	52	72	40	6	222	55	101	183	46	52	38
GPR35	184	637	59	61	6	49	32	30	48	41	55	35
GPR37	31	18	190	189	0	328	6	10	20	18	30	23
GPR39	138	31	42	44	8	83	78	66	86	37	62	115
GPR4	172	46	34	71	0	14	440	739	957	274	374	216
GPR63	10	4	6	18	6	28	20	10	38	46	17	32
GPR65	140	122	64	98	4	142	128	96	144	38	108	154
GPR68	88	78	81	195	14	51	159	540	260	72	197	138
GPR75	53	6	6	10	2	0	34	21	39	12	70	40
GPR84	21	32	16	62	4	15	8	14	10	0	12	6
GPR85	24	39	28	20	0	50	43	32	48	36	30	28
GPR89A	52	112	130	125	17	102	48	63	100	30	65	62
GPR89B	52	69	86	92	36	97	41	46	74	35	57	71
GPRASP1	160	56	28	68	20	56	472	314	474	442	557	543
GPRC5A	14883	330	1538	1723	302	776	20035	22298	28140	12473	21351	14615
GPRC5B	244	88	305	99	2	303	480	123	133	710	127	203
GPRC5C	1893	1053	574	388	18	303	778	575	793	273	717	908
GPRC5D	71	19	10	30	2	2	72	106	90	33	269	68
GPRC5D-AS1	48	27	79	20	6	67	106	114	130	47	284	112
GPRIN1	32	141	48	264	0	12	26	15	58	23	29	20
GPRIN2	58	3	7	15	7	9	112	107	165	144	149	132
GPRIN2_1	58	1	9	15	2	5	87	72	163	124	120	94
GPRIN3	624	1241	149	440	20	166	484	605	878	349	980	834
GPS1	1080	1670	2996	1794	54	563	1140	919	1623	851	1376	1166
GPSM1	214	174	178	365	68	36	934	476	737	478	861	517
GPSM2	164	80	236	186	22	215	172	223	339	161	255	319
GPT	69	190	23	21	4	6	24	10	34	30	56	46
GPT2	1830	2226	697	229	107	138	184	68	108	105	120	234
GPX1	2086	3876	2671	4475	125	1943	2172	2333	5118	1238	3517	2294
GPX2	399	7576	43	2	435	285	8	5	37	4	95	35
GPX3	5270	22826	1379	2088	128	1055	23536	23995	43375	29301	24694	15403
GPX4	1954	3125	2130	2451	398	2863	2505	2256	4683	1595	4082	3546
GPX7	124	101	523	292	14	229	197	92	150	89	126	107
GPX8	107	108	1119	809	14	822	176	89	176	204	187	291
GRAMD1A	2343	3817	785	2214	175	472	1633	1735	2716	1078	2310	1211
GRAMD1B	87	81	27	206	4	93	80	46	120	31	119	107
GRAMD1C	147	205	139	117	12	478	267	167	330	230	191	510
GRAMD2A	360	51	154	152	20	225	851	402	872	461	508	1146
GRAMD2B	427	497	729	294	74	658	633	421	821	400	895	1052
GRAMD4	1855	979	340	613	97	175	920	603	994	389	750	672
GRAP2	79	116	30	102	0	65	126	78	146	30	57	40
GRASP	860	196	47	221	29	59	3155	2308	4703	2118	3177	2017
GRB10	620	379	851	390	131	397	1107	1174	1885	1950	1198	1040
GRB14	331	1173	70	6	52	278	38	13	79	159	164	93
GRB2	2087	1848	1513	3195	51	698	2044	2057	3380	1772	2518	3077
GRB7	472	985	599	366	38	138	383	320	460	340	450	462
GREB1	104	10	127	34	9	43	42	12	37	22	25	36
GREB1L	19	28	24	50	0	10	9	4	27	20	37	30
GREM2	18	2	91	8	0	37	119	54	129	42	93	144
GRHL1	162	123	625	688	152	180	197	140	243	150	334	299
GRHL2	589	742	646	470	238	482	367	207	362	228	231	908
GRHPR	559	1096	902	769	49	507	649	707	1100	673	905	882
GRIA1	185	3	0	2	2	14	729	296	233	122	308	275
GRID1	34	2	4	14	4	2	97	100	235	228	124	144
GRID2IP	15	4	18	18	0	23	29	4	8	13	14	40
GRIK4	17	0	2	12	2	8	121	45	72	24	69	66
GRIN2C	8	13	3	4	0	61	20	11	3	8	13	0
GRIN2D	42	208	249	90	2	0	27	6	12	4	30	10
GRIN3A	16	29	8	34	2	2	19	6	8	6	21	16
GRIN3B	22	0	0	9	0	0	44	33	86	18	61	247
GRINA	2594	2191	1200	3437	99	451	2216	2619	3845	1270	3396	2927
GRIP1	44	63	67	116	11	66	41	24	28	14	33	26
GRIP2	24	21	0	44	0	2	36	13	72	56	103	22
GRIPAP1	1016	531	452	1184	102	198	884	902	1439	761	1512	1089
GRK2	1648	1721	1054	2278	247	149	1576	1491	2771	1553	2355	1883
GRK3	854	244	228	580	26	310	688	973	1476	448	1447	1018
GRK4	7	6	3	21	2	2	8	17	39	32	32	52
GRK5	536	144	66	171	2	54	2003	1765	3940	2166	2863	1886
GRK6	525	905	455	722	46	129	401	424	912	225	724	518
GRN	7636	3157	3025	8910	146	714	8011	6107	10170	4989	9817	7831
GRPEL1	444	444	426	505	40	431	444	710	831	308	479	467
GRPEL2	333	258	801	248	76	369	433	318	690	696	789	523
GRSF1	980	1023	1564	1279	93	2040	1174	1336	2273	1057	1576	1744
GRTP1	86	312	255	87	22	79	95	56	92	101	106	197
GRWD1	465	187	554	417	10	82	447	498	754	246	466	530
GS1-124K5.11	292	287	310	351	87	402	332	509	656	290	449	561
GS1-124K5.4	8	10	16	20	6	15	16	7	14	14	14	22
GSAP	765	695	218	815	169	644	1469	1220	1847	749	1838	1934
GSDMA	16	19	4	18	0	6	3	5	32	5	30	0
GSDMB	195	1508	120	395	127	542	147	143	245	191	423	212
GSDME	160	218	367	277	6	1124	78	97	276	75	221	174
GSE1	1905	1580	656	1079	117	1078	2334	2214	3480	1537	2849	2473
GSEC	12	115	55	15	4	27	11	15	14	27	12	10
GSK3A	942	611	742	1539	30	105	716	910	1484	644	1032	876
GSK3B	947	537	810	856	58	477	1249	1013	1584	1084	1192	1560
GSKIP	510	172	917	511	34	1170	306	281	560	171	366	415
GSN	4094	971	1298	6896	170	1332	8528	6468	12909	7193	10606	10878
GSPT1	2453	1016	4315	1005	214	2708	2310	3328	4449	1324	3021	2568
GSPT2	74	46	82	158	0	146	287	168	346	168	237	289
GSR	944	2599	622	571	141	411	584	692	1165	459	986	1002
GSS	512	612	2174	484	134	759	488	422	826	349	854	623
GSTA1	540	2	17	4	0	493	321	52	443	34	338	2149
GSTA4	389	836	267	269	101	554	800	756	1089	525	535	1049
GSTCD	69	84	220	106	2	318	108	126	188	95	111	132
GSTK1	1022	3608	1419	1539	134	936	1410	1206	2463	1098	2128	1902
GSTM1	133	52	0	2	14	0	243	0	405	0	0	659
GSTM2	208	154	143	94	172	55	786	318	740	419	976	936
GSTM3	282	38	180	116	58	523	474	316	906	533	915	516
GSTM4	106	158	73	194	26	26	167	134	362	179	289	431
GSTM5	74	33	7	18	2	44	424	138	338	166	262	224
GSTO1	1199	2589	2539	1437	47	3204	1170	1240	2066	739	1849	1247
GSTO2	157	137	577	23	2	105	226	140	218	131	204	318
GSTP1	8046	6202	6393	5306	849	987	5985	6425	9747	3468	6862	8448
GSTT1	305	157	283	315	47	65	638	1147	1895	483	857	722
GSTZ1	143	157	506	223	11	591	172	107	238	71	143	242
GTDC1	310	323	322	380	31	359	307	370	641	348	506	381
GTF2A1	746	298	871	475	48	921	861	717	1041	622	551	932
GTF2A2	535	628	1169	470	48	1761	563	503	821	347	559	599
GTF2B	488	290	505	427	42	901	489	522	685	272	541	447
GTF2E1	162	200	401	238	12	277	197	147	285	163	198	233
GTF2E2	365	348	247	388	16	466	276	328	791	249	479	472
GTF2F1	758	380	770	882	50	216	926	1007	1632	734	1174	1106
GTF2F2	291	536	817	359	46	490	321	403	624	232	403	398
GTF2H3	379	157	600	197	24	374	381	320	510	323	397	596
GTF2H5	223	704	1291	564	42	1831	415	378	542	284	474	557
GTF2I	367	132	126	170	9	68	342	304	418	384	353	689
GTF2IP20	78	244	48	102	33	22	99	53	173	65	123	162
GTF2IP4	41	48	62	36	3	23	60	52	105	83	77	145
GTF2IRD1	355	354	406	471	51	179	351	521	888	220	582	329
GTF2IRD2	31	14	14	43	7	22	93	65	52	52	87	103
GTF2IRD2B	56	31	29	36	17	45	102	51	126	83	116	118
GTF3A	1345	2462	4107	1363	97	3340	696	729	1531	702	932	936
GTF3C1	1063	706	506	1236	84	185	1260	1339	2144	1120	1315	1621
GTF3C2	894	1279	925	821	139	367	664	584	961	440	850	921
GTF3C3	445	611	569	362	37	651	465	385	693	432	489	827
GTF3C4	622	254	861	478	52	342	768	649	986	638	639	845
GTF3C5	542	1377	1049	878	82	297	668	597	1044	640	838	934
GTF3C6	574	1133	2225	1034	80	1280	436	479	718	269	518	471
GTPBP1	1053	706	402	640	20	130	1163	1427	2199	809	1718	1665
GTPBP10	235	297	353	294	72	541	284	264	358	305	311	408
GTPBP2	985	1223	2609	1486	179	373	837	1249	1883	931	1871	1321
GTPBP3	187	246	280	212	40	111	193	98	268	195	286	252
GTPBP4	1562	904	1450	412	95	748	616	931	1189	356	918	766
GTPBP8	87	77	310	122	6	369	81	96	151	99	95	177
GTSE1	170	307	346	284	2	89	14	17	23	12	21	12
GTSF1	8	20	0	16	0	12	4	6	20	1	10	10
GUCA1B	21	33	6	20	8	15	30	22	21	28	55	37
GUCD1	944	1119	380	1132	62	268	1448	1139	2176	1294	1400	1885
GUCY1A1	445	157	832	585	47	1102	1012	664	1588	1681	1365	1632
GUCY1A2	592	37	655	45	50	60	1281	1342	2522	2420	2947	1632
GUCY1B1	259	158	261	285	32	729	503	449	847	763	800	613
GUCY1B2	29	17	10	80	32	37	0	2	5	2	13	9
GUCY2D	40	13	9	79	22	26	63	50	97	85	44	192
GUF1	254	440	386	456	58	750	388	321	546	310	397	681
GUK1	1806	2855	3580	3836	143	1719	2380	2112	4523	2164	3715	2412
GULP1	294	111	213	103	10	2468	503	351	470	389	374	642
GUSB	1460	1015	1719	2404	148	591	1239	1139	1826	835	1436	1260
GUSBP11	256	878	129	342	194	80	381	255	612	411	542	555
GUSBP4	23	26	24	21	3	20	53	35	72	91	32	121
GVINP1	282	238	33	265	6	60	207	233	963	722	141	358
GVQW3	52	61	194	118	22	76	74	27	64	84	61	170
GXYLT1	392	291	386	548	35	215	430	436	787	547	351	508
GXYLT2	38	28	58	129	0	137	66	54	99	35	55	70
GYG1	588	470	1234	661	20	1763	528	619	1273	536	724	750
GYG2	128	55	117	48	6	41	46	35	32	20	30	94
GYPC	405	393	168	542	6	183	1068	984	1204	711	1159	778
GYPE	76	2	2	4	5	10	216	51	202	81	112	91
GYS1	607	212	456	856	42	76	550	531	968	449	718	618
GZF1	395	225	405	396	80	206	401	347	612	270	361	446
GZMA	178	660	95	458	2	277	124	87	143	23	84	30
GZMB	322	921	76	397	2	80	169	154	227	11	103	55
GZMH	86	391	54	260	0	38	98	105	113	30	76	25
GZMK	130	245	109	217	0	149	78	96	300	22	158	8
GZMM	24	93	20	48	0	12	32	28	65	12	49	8
H1-0	3267	2117	3845	3224	298	4418	1897	1540	2074	1136	2396	2429
H1-10	1093	2050	2628	2492	84	375	1933	1408	2767	1313	2271	1377
H1-2	244	3573	495	606	100	795	303	213	515	130	473	463
H1FX-AS1	78	146	29	50	46	9	244	114	327	164	439	211
H2AC6	67	185	55	73	5	256	51	24	124	60	103	80
H2AJ	447	330	636	774	14	372	888	792	1433	735	1226	1084
H2AX	466	470	951	951	42	120	279	322	510	134	343	268
H2AZ1	1254	1656	7160	2310	111	5834	1243	1256	2145	1057	1571	1472
H2AZ2	1882	1372	4963	2601	246	3027	2587	2325	4454	2338	2985	3146
H2BC12	312	1555	1188	1171	121	888	352	276	747	243	563	449
H2BC21	110	2040	182	1187	99	910	198	122	379	87	308	463
H2BC4	18	243	12	20	0	82	7	16	30	2	28	43
H2BC5	43	1031	233	661	82	264	38	12	47	30	74	145
H3-3A	136	135	191	112	24	324	91	51	74	60	107	180
H3-3B	5798	7915	15300	6839	396	8967	12470	15169	18008	6843	14087	12137
H3P6	42	202	374	268	18	463	45	84	132	56	160	51
H4C8	5	15	37	29	4	64	6	4	8	4	14	11
H6PD	1056	1381	340	1215	85	199	2345	1336	2583	1454	2221	2247
HAAO	62	97	57	163	4	20	86	71	195	75	153	116
HABP2	620	15	107	6	0	291	7	3	56	2	103	22
HABP4	174	127	62	224	14	121	320	337	635	296	783	335
HACD1	121	10	165	40	10	117	218	193	502	135	376	261
HACD2	1248	532	1253	966	70	1120	1001	1120	1794	765	633	1235
HACD3	2476	688	2235	759	38	5105	1358	940	1780	1072	1281	1731
HACD4	369	121	121	310	19	282	1033	668	1227	1077	983	1654
HACE1	139	63	209	204	28	238	332	292	475	297	287	398
HACL1	153	159	146	122	13	367	258	199	379	177	321	402
HADH	432	260	886	472	44	1196	686	518	1048	411	601	1203
HADHA	2227	1608	2182	1906	144	1443	2577	2621	4123	2054	2671	2799
HADHB	1459	1350	1608	1578	206	1859	1643	1598	2518	1379	1780	1848
HAGH	621	508	758	395	52	236	970	654	1181	495	897	991
HAGHL	64	126	133	132	14	54	71	50	106	22	107	289
HAGLR	204	28	66	72	359	716	458	624	871	353	478	794
HAL	270	841	6	79	24	8	26	30	53	4	46	32
HAMP	46	59	22	8	0	20	4	2	4	0	6	0
HAPLN1	8	0	12	54	0	80	4	12	47	18	602	34
HAPLN3	359	434	155	851	22	128	127	426	314	122	525	58
HARBI1	28	54	60	94	2	48	34	34	67	26	24	68
HARS1	678	593	571	590	23	374	709	721	1156	528	897	778
HARS2	319	638	390	464	87	212	554	532	898	556	791	708
HAS2	327	57	816	28	5	162	213	380	348	42	786	30
HAS3	74	10	94	111	94	291	315	726	351	259	292	507
HASPIN	52	80	52	57	0	12	18	14	14	10	12	30
HAT1	696	252	1178	717	24	1300	714	679	1108	428	759	827
HAUS1	189	156	707	267	24	889	170	137	300	154	193	221
HAUS2	287	161	428	296	22	470	408	520	876	316	644	517
HAUS3	326	332	279	419	98	313	279	224	432	394	352	392
HAUS4	446	687	746	906	72	2147	575	564	755	534	538	730
HAUS5	274	505	501	968	51	249	296	261	394	251	445	531
HAUS6	296	157	436	391	66	213	244	230	397	264	269	317
HAUS7	219	177	356	373	28	149	348	283	478	273	503	255
HAUS8	95	104	215	189	20	96	74	68	136	74	66	82
HAVCR2	642	359	230	752	5	297	313	501	986	120	710	442
HAX1	819	1455	1647	1142	99	2846	811	778	1472	671	1052	1027
HBA1	31	17	15	16	0	2	52	574	645	158	487	207
HBA2	108	63	38	18	0	10	141	1247	1528	383	1683	568
HBB	312	108	210	74	4	75	516	6886	11075	2128	3026	3052
HBEGF	1359	191	184	108	34	130	2869	1747	1664	362	2096	1125
HBS1L	377	413	1157	600	36	520	516	592	958	444	553	780
HCAR1	397	54	372	18	0	20	32	13	8	24	16	81
HCAR2	436	46	66	65	0	30	179	122	111	124	173	472
HCAR3	72	31	9	14	2	6	46	57	52	54	74	130
HCCS	316	196	396	263	22	494	253	292	444	201	297	368
HCFC1	1350	818	615	1619	62	135	1130	973	1637	922	1395	1216
HCFC1R1	424	531	614	401	117	182	596	424	898	450	757	570
HCFC2	371	111	182	258	35	502	495	535	1071	559	596	753
HCG11	76	103	121	136	1	88	239	85	163	143	142	240
HCG18_4	41	0	0	29	8	0	48	50	39	11	59	2
HCK	458	421	128	815	12	108	488	348	762	257	828	706
HCLS1	1208	1315	710	2605	38	419	1074	1101	1958	446	1549	1072
HCST	217	402	107	326	11	104	146	131	306	89	363	176
HDAC1	1494	2040	2385	2122	176	1598	1192	1057	1900	1277	1239	1539
HDAC10	482	916	366	533	56	86	539	363	703	478	813	641
HDAC11	213	384	108	188	39	30	380	256	562	305	395	470
HDAC2	1294	923	4299	1803	160	2187	992	1083	1575	866	1182	1088
HDAC3	645	459	530	423	50	508	717	543	1025	544	947	845
HDAC4	252	254	84	288	8	125	382	311	505	382	336	416
HDAC5	684	369	454	573	42	142	1010	716	1686	1317	1186	1157
HDAC6	913	1449	452	1050	180	187	1028	834	1532	952	1479	1418
HDAC7	1429	1045	1173	2223	428	202	2705	2960	5488	3328	4823	2828
HDAC8	221	299	388	345	65	206	302	248	368	219	289	291
HDAC9	76	59	1145	93	22	184	92	67	215	718	77	164
HDC	66	6	4	18	2	22	335	189	322	77	300	193
HDDC2	269	838	1134	487	42	1428	660	485	732	342	600	667
HDDC3	184	141	295	141	6	140	190	117	230	162	204	236
HDGF	4789	5543	4812	5807	352	1392	3020	5176	6313	2052	5271	4108
HDGFL2	448	383	779	700	48	113	633	481	810	603	666	643
HDGFL3	403	132	144	466	12	1125	882	861	1461	831	971	1003
HDHD2	420	188	568	338	82	377	644	547	1010	548	621	875
HDHD3	150	1169	216	619	116	358	243	163	314	172	251	326
HDHD5	336	389	523	302	20	148	396	311	732	323	355	474
HDLBP	7477	9553	2238	5226	126	1194	5627	4849	9074	4223	6242	7757
HDX	46	16	127	84	2	114	85	120	132	66	91	80
HEATR1	450	532	676	425	32	340	271	419	537	377	347	510
HEATR3	382	360	436	305	87	509	273	281	504	242	449	324
HEATR5A	830	611	392	455	136	1110	570	418	924	613	530	1277
HEATR5B	599	615	371	370	120	185	818	698	1143	752	1153	1617
HEATR6	309	461	415	404	89	163	319	191	331	279	299	461
HEBP1	411	389	539	495	16	300	906	699	1195	640	893	737
HEBP2	774	2554	3340	2033	162	1951	869	585	1272	613	784	1025
HECA	906	594	574	1022	40	391	1517	1238	2161	1012	1518	1275
HECTD1	2129	2061	965	1450	388	1396	2183	2233	3769	2110	2465	4615
HECTD2	309	296	170	154	70	332	256	298	491	373	422	431
HECTD3	612	572	241	710	95	115	622	602	1056	692	915	850
HECTD4	1108	850	288	581	145	196	901	732	1299	1143	1203	1789
HECW2	588	69	81	213	99	213	1712	1198	4047	3596	1768	2040
HECW2-AS1	20	19	14	16	6	70	18	4	26	7	8	9
HEG1	1393	262	162	553	54	344	5524	4362	7951	5937	3440	5385
HEIH	247	300	309	416	18	210	485	440	820	359	503	604
HELB	55	29	20	27	0	18	19	31	28	30	29	55
HELLS	234	166	454	436	59	272	58	33	65	38	119	90
HELQ	137	171	157	146	11	353	252	187	292	240	215	416
HELZ	854	755	504	825	112	362	893	890	1289	1097	879	1503
HELZ2	1412	293	450	1833	26	105	921	1007	1641	765	1266	718
HEMK1	276	550	374	266	84	132	598	380	727	475	827	923
HENMT1	105	78	138	163	4	366	116	42	115	42	107	111
HEPH	205	187	134	208	12	265	415	359	702	469	590	414
HERC1	924	559	225	585	90	329	1268	1027	2032	1513	1785	1698
HERC2	28	27	3	53	0	3	53	30	29	42	28	32
HERC2P2	217	561	148	696	50	57	182	268	244	925	419	248
HERC3	345	176	169	258	26	152	621	645	1114	594	745	1123
HERC4	669	805	548	722	216	681	707	666	1178	737	993	989
HERC5	215	60	196	152	22	290	246	147	276	216	200	199
HERC6	459	64	350	487	21	318	382	393	669	369	347	411
HERPUD1	2516	4280	1393	1582	90	3499	2814	2453	5116	2277	2640	3203
HERPUD2	561	480	684	386	44	445	619	480	949	543	637	786
HES1	493	184	885	1037	53	536	626	2000	1740	333	650	1073
HES2	106	60	10	102	1	4	36	24	106	0	45	184
HES4	169	98	211	292	32	60	244	212	319	182	434	222
HES6	445	38	293	566	10	1217	75	40	84	50	91	160
HESX1	8	17	34	22	2	98	16	8	30	18	28	32
HEXA	1698	2668	1675	1700	105	1028	1874	1720	2431	1150	2417	2022
HEXB	2127	1146	1430	2249	75	2689	1683	1648	3292	1167	2339	2882
HEXD	480	353	258	649	55	107	700	372	948	869	732	569
HEXIM1	887	1018	746	1554	160	195	948	611	1426	739	1087	1015
HEXIM2	15	29	7	35	0	38	27	8	38	43	33	107
HEY1	214	1595	864	111	82	194	998	979	2084	2878	894	1192
HEY2	24	11	40	21	2	16	72	59	159	87	70	212
HEYL	605	62	81	149	16	48	1309	1411	2357	1532	2336	1429
HFE	161	528	250	278	52	145	208	138	348	221	214	230
HFM1	33	12	39	28	0	74	44	12	14	13	16	40
HGD	256	1607	10	52	17	681	5	20	60	15	38	47
HGF	236	52	44	66	4	283	316	218	621	409	673	197
HGH1	308	275	351	370	56	52	156	177	308	211	190	232
HGS	1345	3144	1634	2231	166	325	1260	1559	2116	993	2258	1470
HGSNAT	1701	1000	791	735	103	129	1616	1379	2376	1407	2236	1982
HHEX	64	175	210	90	10	152	66	63	243	335	131	134
HHIP	217	0	0	2	6	24	1184	1290	1397	545	643	1506
HHIP-AS1	22	2	8	16	0	21	74	49	88	87	44	115
HHIPL1	34	18	20	68	6	10	36	37	53	66	71	27
HHLA2	79	51	163	2	7	21	67	18	140	20	201	481
HHLA3	28	51	56	95	6	64	61	37	87	20	73	80
HIBADH	355	604	875	487	63	512	495	388	735	371	637	993
HIBCH	351	279	535	315	88	539	401	351	512	339	370	373
HIC1	251	93	46	230	6	40	403	798	738	265	633	187
HIC2	164	243	69	67	0	4	147	111	200	114	208	107
HID1	1225	3029	1105	1027	98	196	790	662	1082	1356	1749	801
HIF1A	1505	680	1088	1017	0	7	823	2956	2995	709	17	25
HIF1AN	639	390	425	454	76	178	852	497	1167	751	1002	1337
HIF3A	481	2341	109	187	8	54	1455	1255	2432	2676	1022	1962
HIGD1A	858	707	1875	700	59	8049	1307	1763	2564	839	1668	1639
HIGD1B	66	26	14	11	11	28	259	336	472	688	677	269
HIGD2A	349	918	567	664	88	380	462	379	623	325	587	471
HIKESHI	201	295	926	321	100	751	284	258	455	299	323	459
HILPDA	103	1783	794	348	22	2118	69	973	236	79	231	339
HINFP	212	341	296	363	62	189	235	291	417	278	299	354
HINT1	1564	2388	3666	1465	76	8552	2289	2038	3435	1434	2753	2403
HINT2	240	388	632	375	28	516	346	231	515	243	518	427
HINT3	744	423	783	589	38	763	1037	1134	1450	846	1140	1276
HIP1	745	261	389	385	103	125	1793	1916	3754	2412	1926	2221
HIP1R	1874	1767	357	369	179	165	890	799	1699	890	1162	914
HIPK1	1640	479	529	911	67	499	1615	2151	3772	1326	3169	4043
HIPK2	1093	271	176	1064	90	249	1661	1429	3566	1974	1651	2035
HIPK3	2748	755	789	1295	147	1456	2914	4189	7591	2417	4017	4291
HIRA	471	280	267	273	32	53	508	475	807	431	587	626
HIRIP3	266	110	206	385	14	101	448	272	566	314	340	427
HIVEP1	636	307	170	233	32	82	434	930	1285	389	754	614
HIVEP2	565	509	361	520	64	296	591	2135	2532	466	1999	903
HIVEP3	229	77	323	252	24	111	363	873	631	173	777	299
HJURP	110	386	414	503	12	248	18	16	24	0	11	18
HK1	1485	859	1038	1431	68	296	1429	2299	3339	1141	2080	2549
HK2	652	538	1595	1660	20	527	498	1000	1233	446	722	1248
HK3	509	264	49	1261	21	40	642	425	598	437	1214	906
HKDC1	155	861	95	13	30	68	27	209	56	44	158	40
HLA-A	1509	162	4445	1117	356	143	1294	874	1614	859	488	29
HLA-A_4	138	74	1	9197	0	68	127	5405	4339	2017	7	2
HLA-A_6	1152	207	13	51	0	102	1116	41	2091	7362	1204	12
HLA-A_7	1345	4448	0	205	0	440	1186	130	377	665	50	454
HLA-B	7043	4818	11	193	74	23	7899	221	4437	333	2473	1356
HLA-B_1	17	566	980	2001	1	1586	7	1381	4244	3068	1936	1052
HLA-B_2	0	133	354	868	0	130	0	707	500	240	278	324
HLA-B_3	3	2361	3515	13545	1	1	5	9663	1243	1935	1249	1804
HLA-B_4	5352	108	135	2025	0	2	5394	1146	3900	2896	2198	1279
HLA-C_1	2503	1	0	16	0	1632	2400	12	4504	81	3	1
HLA-C_2	0	2886	5813	1806	0	134	0	1952	2	1009	6361	4300
HLA-C_3	18	7	15	673	0	35	16	700	975	3405	631	412
HLA-C_4	0	5068	7	20141	0	1826	1	18187	292	1468	245	130
HLA-DPB1_2	6	1904	35	3	119	1731	0	0	5853	5	1	0
HLA-DPB1_4	312	86	53	0	0	0	311	0	283	2	325	229
HLA-DQA1	2109	1371	984	558	53	2	2065	315	4054	908	208	2235
HLA-DQB1	4167	2657	2119	42	49	0	3747	28	2175	611	4	4297
HLA-DQB1_4	1634	2	0	2790	38	0	1431	1880	3435	4	2616	0
HLA-DRB1	8407	3771	3968	26	146	0	10498	25	11755	3110	13	10370
HLA-DRB1_5	108	1	4	1056	2	0	123	1440	4567	1196	426	0
HLA-DRB5	6955	2783	3797	605	172	1	9833	774	824	464	698	9133
HLA-H	113	2	17	50	4	1	108	40	94	41	6	0
HLCS	265	295	531	257	48	212	334	302	529	240	440	548
HLF	153	74	31	80	56	134	865	451	717	1219	286	1043
HLTF	305	35	349	187	14	303	182	142	234	230	118	345
HLX	59	71	30	154	6	13	241	151	219	235	220	171
HM13	2546	1793	3152	2393	114	996	1191	1465	2621	844	1721	1348
HM13-AS1	31	26	9	15	2	22	14	24	27	11	32	17
HMBOX1	709	419	98	444	69	132	1250	628	1763	2431	1210	1365
HMBS	215	471	609	231	44	293	131	109	203	69	138	178
HMCES	729	433	887	880	26	204	809	904	1586	520	1072	724
